time,ch1,ch2
3.85e-06,0,-0.032001
3.9e-06,0,-0.028001
3.95e-06,0,-0.032001
4e-06,0,-0.044001
4.05e-06,0,-0.040001
4.1e-06,0,-0.044001
4.15e-06,0.040001,-0.048001
4.2e-06,0,-0.044001
4.25e-06,0,-0.048001
4.3e-06,0,-0.040001
4.35e-06,0,-0.040001
4.4e-06,0,-0.032001
4.45e-06,0,-0.028001
4.5e-06,0,-0.024001
4.55e-06,0,-0.016001
4.6e-06,0,-0.012001
4.65e-06,0.040001,-0.004001
4.7e-06,0,0.004001
4.75e-06,0,0.016001
4.8e-06,0,0.016001
4.85e-06,0,0.020001
4.9e-06,0,0.020001
4.95e-06,0,0.024001
5e-06,0,0.024001
5.05e-06,0,0.024001
5.1e-06,0,0.024001
5.15e-06,0,0.020001
5.2e-06,0,0.020001
5.25e-06,0,0.016001
5.3e-06,0,0.008001
5.35e-06,0,0.004001
5.4e-06,0,0
5.45e-06,0,-0.008001
5.5e-06,0,-0.012001
5.55e-06,0,-0.012001
5.6e-06,0,-0.020001
5.65e-06,0.040001,-0.024001
5.7e-06,0,-0.024001
5.75e-06,0,-0.024001
5.8e-06,0,-0.024001
5.85e-06,0,-0.024001
5.9e-06,0,-0.020001
5.95e-06,0.040001,-0.016001
6e-06,0,-0.008001
6.05e-06,0,-0.008001
6.1e-06,0,0
6.15e-06,0,0.004001
6.2e-06,0,0.008001
6.25e-06,0.040001,0.008001
6.3e-06,0,0.016001
6.35e-06,0,0.020001
6.4e-06,0,0.024001
6.45e-06,0,0.032001
6.5e-06,0,0.032001
6.55e-06,0,0.036001
6.6e-06,0,0.032001
6.65e-06,0.040001,0.036001
6.7e-06,0,0.032001
6.75e-06,0,0.032001
6.8e-06,0,0.024001
6.85e-06,0,0.024001
6.9e-06,0,0.024001
6.95e-06,0,0.016001
7e-06,0,0.008001
7.05e-06,0,0.004001
7.1e-06,0,0
7.15e-06,0,-0.008001
7.2e-06,0,-0.008001
7.25e-06,0,-0.016001
7.3e-06,0,-0.016001
7.35e-06,0,-0.028001
7.4e-06,0,-0.028001
7.45e-06,0,-0.032001
7.5e-06,0,-0.036001
7.55e-06,0,-0.036001
7.6e-06,0,-0.040001
7.65e-06,0,-0.036001
7.7e-06,0,-0.032001
7.75e-06,0,-0.028001
7.8e-06,0,-0.028001
7.85e-06,0,-0.024001
7.9e-06,0,-0.016001
7.95e-06,0,-0.012001
8e-06,0,-0.008001
8.05e-06,0,0
8.1e-06,0,0.004001
8.15e-06,0,0.008001
8.2e-06,0,0.016001
8.25e-06,0,0.020001
8.3e-06,0,0.020001
8.35e-06,0,0.024001
8.4e-06,0,0.024001
8.45e-06,0,0.024001
8.5e-06,0,0.024001
8.55e-06,0,0.020001
8.6e-06,0,0.020001
8.65e-06,0,0.020001
8.7e-06,0,0.016001
8.75e-06,0,0.004001
8.8e-06,0,0.016001
8.85e-06,0,0
8.9e-06,0,0
8.95e-06,0,-0.008001
9e-06,0,-0.012001
9.05e-06,0,-0.012001
9.1e-06,0,-0.024001
9.15e-06,0,-0.024001
9.2e-06,0,-0.028001
9.25e-06,0,-0.028001
9.3e-06,0,-0.028001
9.35e-06,0,-0.028001
9.4e-06,0,-0.028001
9.45e-06,0,-0.028001
9.5e-06,0,-0.024001
9.55e-06,0,-0.024001
9.6e-06,0,-0.016001
9.65e-06,0,-0.016001
9.7e-06,0,-0.012001
9.75e-06,0,-0.012001
9.8e-06,0,-0.008001
9.85e-06,0,0
9.9e-06,0,0
9.95e-06,0,0.008001
1e-05,0,0.008001
1.005e-05,0,0.016001
1.01e-05,0.040001,0.012001
1.015e-05,0,0.016001
1.02e-05,0,0.016001
1.025e-05,0,0.016001
1.03e-05,0,0.016001
1.035e-05,0,0.016001
1.04e-05,0,0.016001
1.045e-05,0,0.012001
1.05e-05,0,0.008001
1.055e-05,0,0.004001
1.06e-05,0,0.004001
1.065e-05,0,-0.008001
1.07e-05,0,-0.004001
1.075e-05,0,-0.012001
1.08e-05,0,-0.012001
1.085e-05,0,-0.016001
1.09e-05,0,-0.016001
1.095e-05,0,-0.020001
1.1e-05,0,-0.024001
1.105e-05,0,-0.024001
1.11e-05,0,-0.024001
1.115e-05,0,-0.024001
1.12e-05,0,-0.024001
1.125e-05,0,-0.024001
1.13e-05,0,-0.016001
1.135e-05,0,-0.012001
1.14e-05,0,-0.012001
1.145e-05,0,-0.008001
1.15e-05,0,0
1.155e-05,0,0
1.16e-05,0,0.004001
1.165e-05,0,0.008001
1.17e-05,0,0.008001
1.175e-05,0,0.008001
1.18e-05,0,0.012001
1.185e-05,0,0.008001
1.19e-05,0,0.016001
1.195e-05,0,0.008001
1.2e-05,0,0.008001
1.205e-05,0,0.008001
1.21e-05,0,0.008001
1.215e-05,0,0.004001
1.22e-05,0,0.004001
1.225e-05,0,0.004001
1.23e-05,0,0
1.235e-05,0,0.004001
1.24e-05,0,0
1.245e-05,0,0.004001
1.25e-05,0,0
1.255e-05,0,0
1.26e-05,0,-0.008001
1.265e-05,0.040001,-0.012001
1.27e-05,0,-0.012001
1.275e-05,0,-0.016001
1.28e-05,0,-0.016001
1.285e-05,0,-0.024001
1.29e-05,0,-0.028001
1.295e-05,0,-0.028001
1.3e-05,0,-0.028001
1.305e-05,0,-0.032001
1.31e-05,0,-0.024001
1.315e-05,0,-0.028001
1.32e-05,0,-0.028001
1.325e-05,0,-0.032001
1.33e-05,0,-0.016001
1.335e-05,0,-0.020001
1.34e-05,0,-0.012001
1.345e-05,0,-0.012001
1.35e-05,0,-0.008001
1.355e-05,0,-0.008001
1.36e-05,0,0.004001
1.365e-05,0,0
1.37e-05,0,0.004001
1.375e-05,0,0.016001
1.38e-05,0,0.016001
1.385e-05,0,0.016001
1.39e-05,0,0.016001
1.395e-05,0,0.020001
1.4e-05,0,0.020001
1.405e-05,0,0.024001
1.41e-05,0,0.020001
1.415e-05,0,0.016001
1.42e-05,0,0.012001
1.425e-05,0,0.016001
1.43e-05,0.040001,0.008001
1.435e-05,0,0
1.44e-05,0,0.004001
1.445e-05,0,0
1.45e-05,0,-0.008001
1.455e-05,0,-0.012001
1.46e-05,0,-0.012001
1.465e-05,0,-0.016001
1.47e-05,0,-0.008001
1.475e-05,0,-0.012001
1.48e-05,0,-0.012001
1.485e-05,0,-0.016001
1.49e-05,0,-0.008001
1.495e-05,0,-0.012001
1.5e-05,0,0.008001
1.505e-05,0,-0.004001
1.51e-05,0,0
1.515e-05,0,0.020001
1.52e-05,0,0
1.525e-05,0,0.012001
1.53e-05,0,0.016001
1.535e-05,0,0.008001
1.54e-05,0,0.028001
1.545e-05,0,0.016001
1.55e-05,0,0.024001
1.555e-05,0.040001,0.016001
1.56e-05,0,0.024001
1.565e-05,0,0.024001
1.57e-05,0,0.028001
1.575e-05,0,0.016001
1.58e-05,0,0.020001
1.585e-05,0,0.020001
1.59e-05,0,0.016001
1.595e-05,0,0.016001
1.6e-05,0.040001,0.008001
1.605e-05,0,0.004001
1.61e-05,0,0
1.615e-05,0,-0.004001
1.62e-05,0,-0.012001
1.625e-05,0,-0.024001
1.63e-05,0,-0.024001
1.635e-05,0,-0.024001
1.64e-05,0,-0.032001
1.645e-05,0,-0.040001
1.65e-05,0,-0.036001
1.655e-05,0,-0.048001
1.66e-05,0,-0.044001
1.665e-05,0,-0.044001
1.67e-05,0,-0.048001
1.675e-05,0,-0.048001
1.68e-05,0,-0.056001
1.685e-05,0,-0.048001
1.69e-05,0,-0.052001
1.695e-05,0,-0.056001
1.7e-05,0.040001,-0.064001
1.705e-05,0,-0.040001
1.71e-05,0,-0.048001
1.715e-05,0.040001,-0.044001
1.72e-05,0,-0.032001
1.725e-05,0,-0.052001
1.73e-05,0,-0.012001
1.735e-05,0,-0.048001
1.74e-05,0,-0.012001
1.745e-05,0,-0.032001
1.75e-05,0,0
1.755e-05,0,-0.008001
1.76e-05,0,-0.004001
1.765e-05,0,-0.008001
1.77e-05,0,0
1.775e-05,0,0.016001
1.78e-05,0,-0.004001
1.785e-05,0.040001,0.008001
1.79e-05,0,-0.004001
1.795e-05,0,0.016001
1.8e-05,0,0
1.805e-05,0,0.008001
1.81e-05,0,0.008001
1.815e-05,0.040001,0.008001
1.82e-05,0,0.020001
1.825e-05,0,0.008001
1.83e-05,0,0.016001
1.835e-05,0,0.004001
1.84e-05,0,0.016001
1.845e-05,0,0.012001
1.85e-05,0,0.020001
1.855e-05,0,0.024001
1.86e-05,0,0.020001
1.865e-05,0,0.024001
1.87e-05,0,0.024001
1.875e-05,0,0.036001
1.88e-05,0,0.036001
1.885e-05,0,0.044001
1.89e-05,0,0.044001
1.895e-05,0,0.052001
1.9e-05,0,0.052001
1.905e-05,0,0.052001
1.91e-05,0,0.056001
1.915e-05,0,0.048001
1.92e-05,0,0.048001
1.925e-05,0,0.040001
1.93e-05,0,0.040001
1.935e-05,0,0.028001
1.94e-05,0,0.024001
1.945e-05,0,0.008001
1.95e-05,0,0.008001
1.955e-05,0,0
1.96e-05,0,-0.016001
1.965e-05,0,-0.024001
1.97e-05,0,-0.028001
1.975e-05,0,-0.032001
1.98e-05,0,-0.044001
1.985e-05,0,-0.044001
1.99e-05,0,-0.056001
1.995e-05,0,-0.048001
2e-05,0,-0.064001
2.005e-05,0,-0.060001
2.01e-05,0,-0.060001
2.015e-05,0,-0.064001
2.02e-05,0,-0.060001
2.025e-05,0,-0.060001
2.03e-05,0,-0.048001
2.035e-05,0,-0.052001
2.04e-05,0,-0.044001
2.045e-05,0,-0.040001
2.05e-05,0,-0.032001
2.055e-05,0,-0.028001
2.06e-05,0,-0.020001
2.065e-05,0,-0.016001
2.07e-05,0.040001,-0.012001
2.075e-05,0,-0.008001
2.08e-05,0,0
2.085e-05,0,0
2.09e-05,0,0.004001
2.095e-05,0,0.012001
2.1e-05,0,0.012001
2.105e-05,0,0.016001
2.11e-05,0,0.020001
2.115e-05,0,0.020001
2.12e-05,0,0.024001
2.125e-05,0,0.024001
2.13e-05,0,0.032001
2.135e-05,0,0.024001
2.14e-05,0,0.032001
2.145e-05,0,0.028001
2.15e-05,0,0.024001
2.155e-05,0,0.020001
2.16e-05,0,0.020001
2.165e-05,0,0.020001
2.17e-05,0,0.012001
2.175e-05,0,0.012001
2.18e-05,0,0.008001
2.185e-05,0,0
2.19e-05,0,-0.004001
2.195e-05,0,-0.004001
2.2e-05,0,-0.012001
2.205e-05,0,-0.024001
2.21e-05,0,-0.020001
2.215e-05,0,-0.024001
2.22e-05,0,-0.024001
2.225e-05,0.040001,-0.020001
2.23e-05,0,-0.024001
2.235e-05,0,-0.012001
2.24e-05,0,-0.024001
2.245e-05,0,-0.016001
2.25e-05,0,-0.012001
2.255e-05,0,-0.012001
2.26e-05,0,-0.008001
2.265e-05,0,-0.012001
2.27e-05,0,-0.004001
2.275e-05,0,0
2.28e-05,0,0.004001
2.285e-05,0,0
2.29e-05,0,0.004001
2.295e-05,0,0.004001
2.3e-05,0,0.008001
2.305e-05,0,0.008001
2.31e-05,0,0.008001
2.315e-05,0,0.004001
2.32e-05,0,0.004001
2.325e-05,0,0.004001
2.33e-05,0,0
2.335e-05,0,0.004001
2.34e-05,0,-0.008001
2.345e-05,0.040001,-0.004001
2.35e-05,0,-0.012001
2.355e-05,0,-0.012001
2.36e-05,0,-0.016001
2.365e-05,0,-0.012001
2.37e-05,0,-0.016001
2.375e-05,0,-0.016001
2.38e-05,0,-0.016001
2.385e-05,0,-0.020001
2.39e-05,0,-0.024001
2.395e-05,0,-0.028001
2.4e-05,0.040001,-0.024001
2.405e-05,0,-0.024001
2.41e-05,0,-0.024001
2.415e-05,0,-0.020001
2.42e-05,0,-0.016001
2.425e-05,0,-0.024001
2.43e-05,0,-0.012001
2.435e-05,0,-0.012001
2.44e-05,0,-0.012001
2.445e-05,0.040001,-0.012001
2.45e-05,0,-0.008001
2.455e-05,0,-0.008001
2.46e-05,0,-0.004001
2.465e-05,0,0
2.47e-05,0,0
2.475e-05,0,0.008001
2.48e-05,0,0.008001
2.485e-05,0.040001,0
2.49e-05,0,0.016001
2.495e-05,0,0.016001
2.5e-05,0,0.016001
2.505e-05,0,0.024001
2.51e-05,0,0.016001
2.515e-05,0,0.024001
2.52e-05,0,0.020001
2.525e-05,0,0.024001
2.53e-05,0,0.020001
2.535e-05,0,0.020001
2.54e-05,0,0.020001
2.545e-05,0,0.016001
2.55e-05,0,0.016001
2.555e-05,0,0.004001
2.56e-05,0,0.008001
2.565e-05,0,-0.008001
2.57e-05,0,0
2.575e-05,0,-0.008001
2.58e-05,0,-0.012001
2.585e-05,0,-0.016001
2.59e-05,0,-0.012001
2.595e-05,0,-0.012001
2.6e-05,0,-0.016001
2.605e-05,0,-0.012001
2.61e-05,0.040001,-0.024001
2.615e-05,0,-0.016001
2.62e-05,0,-0.016001
2.625e-05,0.040001,-0.012001
2.63e-05,0,-0.016001
2.635e-05,0,-0.016001
2.64e-05,0,-0.016001
2.645e-05,0,-0.016001
2.65e-05,0,-0.008001
2.655e-05,0,-0.008001
2.66e-05,0,0
2.665e-05,0,-0.008001
2.67e-05,0,0.004001
2.675e-05,0,0
2.68e-05,0,0.004001
2.685e-05,0,0
2.69e-05,0,0.004001
2.695e-05,0,0.008001
2.7e-05,0,0.008001
2.705e-05,0,0.012001
2.71e-05,0,0.004001
2.715e-05,0,0.016001
2.72e-05,0,0
2.725e-05,0,0.008001
2.73e-05,0,0
2.735e-05,0,0.004001
2.74e-05,0,0
2.745e-05,0,0
2.75e-05,0,0
2.755e-05,0,0
2.76e-05,0,0.004001
2.765e-05,0,0
2.77e-05,0,0
2.775e-05,0,-0.008001
2.78e-05,0,0
2.785e-05,0,-0.008001
2.79e-05,0,-0.004001
2.795e-05,0,-0.008001
2.8e-05,0,0
2.805e-05,0,-0.012001
2.81e-05,0,-0.012001
2.815e-05,0,-0.008001
2.82e-05,0,-0.020001
2.825e-05,0,-0.016001
2.83e-05,0,-0.016001
2.835e-05,0,-0.016001
2.84e-05,0.040001,-0.016001
2.845e-05,0,-0.012001
2.85e-05,0.040001,-0.012001
2.855e-05,0,-0.012001
2.86e-05,0,-0.004001
2.865e-05,0,0
2.87e-05,0,0.004001
2.875e-05,0,0
2.88e-05,0,0.004001
2.885e-05,0,0
2.89e-05,0.040001,0.004001
2.895e-05,0,0.004001
2.9e-05,0,0.008001
2.905e-05,0,0.008001
2.91e-05,0,0.016001
2.915e-05,0,0.020001
2.92e-05,0.040001,0.020001
2.925e-05,0,0.020001
2.93e-05,0,0.016001
2.935e-05,0,0.016001
2.94e-05,0,0.020001
2.945e-05,0,0.020001
2.95e-05,0,0.028001
2.955e-05,0,0.008001
2.96e-05,0.040001,0.008001
2.965e-05,0,0.008001
2.97e-05,0,0.004001
2.975e-05,0,-0.004001
2.98e-05,0,0.004001
2.985e-05,0,-0.008001
2.99e-05,0,-0.004001
2.995e-05,0,-0.012001
3e-05,0,-0.012001
3.005e-05,0,-0.012001
3.01e-05,0,-0.016001
3.015e-05,0,-0.012001
3.02e-05,0,-0.012001
3.025e-05,0,-0.016001
3.03e-05,0,-0.012001
3.035e-05,0,-0.012001
3.04e-05,0,-0.008001
3.045e-05,0,-0.008001
3.05e-05,0,-0.004001
3.055e-05,0,0
3.06e-05,0,-0.004001
3.065e-05,0,0.004001
3.07e-05,0,0.004001
3.075e-05,0,0.004001
3.08e-05,0,0.004001
3.085e-05,0.040001,0.008001
3.09e-05,0,0.004001
3.095e-05,0,0.004001
3.1e-05,0,0.004001
3.105e-05,0,0.004001
3.11e-05,0,0.004001
3.115e-05,0,0
3.12e-05,0,0
3.125e-05,0,-0.004001
3.13e-05,0,0
3.135e-05,0,-0.008001
3.14e-05,0.040001,-0.008001
3.145e-05,0,-0.012001
3.15e-05,0,-0.008001
3.155e-05,0,-0.008001
3.16e-05,0.040001,-0.012001
3.165e-05,0,-0.012001
3.17e-05,0,-0.012001
3.175e-05,0,-0.008001
3.18e-05,0,-0.008001
3.185e-05,0,-0.008001
3.19e-05,0,-0.008001
3.195e-05,0,-0.008001
3.2e-05,0,-0.008001
3.205e-05,0,-0.008001
3.21e-05,0,-0.004001
3.215e-05,0,0
3.22e-05,0,0.004001
3.225e-05,0,0
3.23e-05,0,0
3.235e-05,0,0.004001
3.24e-05,0,0.004001
3.245e-05,0,0.004001
3.25e-05,0,0
3.255e-05,0,0.004001
3.26e-05,0,0.004001
3.265e-05,0,0
3.27e-05,0,0
3.275e-05,0,0
3.28e-05,0.040001,0
3.285e-05,0,-0.012001
3.29e-05,0,-0.008001
3.295e-05,0,-0.020001
3.3e-05,0,-0.024001
3.305e-05,0,-0.032001
3.31e-05,0,-0.040001
3.315e-05,0,-0.032001
3.32e-05,0,-0.048001
3.325e-05,0,-0.040001
3.33e-05,0,-0.044001
3.335e-05,0,-0.044001
3.34e-05,0,-0.032001
3.345e-05,0,-0.048001
3.35e-05,0,-0.032001
3.355e-05,0,-0.044001
3.36e-05,0,-0.032001
3.365e-05,0,-0.040001
3.37e-05,0,-0.028001
3.375e-05,0,-0.032001
3.38e-05,0,-0.016001
3.385e-05,0,-0.012001
3.39e-05,0,-0.008001
3.395e-05,0,0.008001
3.4e-05,0,0.008001
3.405e-05,0,0.020001
3.41e-05,0,0.020001
3.415e-05,0,0.036001
3.42e-05,0,0.036001
3.425e-05,0,0.052001
3.43e-05,0,0.056001
3.435e-05,0,0.056001
3.44e-05,0,0.064001
3.445e-05,0,0.068001
3.45e-05,0,0.068001
3.455e-05,0,0.064001
3.46e-05,0,0.064001
3.465e-05,0,0.060001
3.47e-05,0,0.056001
3.475e-05,0,0.052001
3.48e-05,0,0.056001
3.485e-05,0,0.044001
3.49e-05,0,0.080001
3.495e-05,0,0
3.5e-05,0,0.056001
3.505e-05,0,0.024001
3.51e-05,0,0.036001
3.515e-05,0,-0.028001
3.52e-05,0,0.040001
3.525e-05,0,0.008001
3.53e-05,0,0
3.535e-05,0,0.020001
3.54e-05,0,-0.028001
3.545e-05,0,-0.008001
3.55e-05,0,-0.032001
3.555e-05,0,0.016001
3.56e-05,0,-0.040001
3.565e-05,0.040001,-0.008001
3.57e-05,0,-0.028001
3.575e-05,0,-0.012001
3.58e-05,0.040001,-0.028001
3.585e-05,0,-0.036001
3.59e-05,0,-0.012001
3.595e-05,0,-0.036001
3.6e-05,0,-0.012001
3.605e-05,0,-0.036001
3.61e-05,0,-0.020001
3.615e-05,0,-0.032001
3.62e-05,0,-0.024001
3.625e-05,0,-0.028001
3.63e-05,0,-0.032001
3.635e-05,0,-0.028001
3.64e-05,0,-0.032001
3.645e-05,0.040001,-0.024001
3.65e-05,0,-0.040001
3.655e-05,0,-0.028001
3.66e-05,0,-0.044001
3.665e-05,0,-0.032001
3.67e-05,0,-0.040001
3.675e-05,0,-0.040001
3.68e-05,0,-0.036001
3.685e-05,0,-0.048001
3.69e-05,0,-0.040001
3.695e-05,0,-0.052001
3.7e-05,0,-0.040001
3.705e-05,0,-0.044001
3.71e-05,0,-0.032001
3.715e-05,0,-0.036001
3.72e-05,0,-0.032001
3.725e-05,0,-0.032001
3.73e-05,0.040001,-0.032001
3.735e-05,0,-0.024001
3.74e-05,0,-0.020001
3.745e-05,0,-0.012001
3.75e-05,0.040001,-0.012001
3.755e-05,0,0
3.76e-05,0,0
3.765e-05,0,0.008001
3.77e-05,0,0.016001
3.775e-05,0.040001,0.020001
3.78e-05,0,0.028001
3.785e-05,0,0.032001
3.79e-05,0,0.040001
3.795e-05,0,0.040001
3.8e-05,0,0.048001
3.805e-05,0,0.048001
3.81e-05,0,0.052001
3.815e-05,0,0.052001
3.82e-05,0,0.052001
3.825e-05,0,0.048001
3.83e-05,0,0.048001
3.835e-05,0,0.048001
3.84e-05,0,0.044001
3.845e-05,0,0.036001
3.85e-05,0,0.032001
3.855e-05,0,0.024001
3.86e-05,0,0.020001
3.865e-05,0,0.020001
3.87e-05,0,0.008001
3.875e-05,0,0.008001
3.88e-05,0,0
3.885e-05,0,-0.008001
3.89e-05,0,-0.012001
3.895e-05,0,-0.012001
3.9e-05,0,-0.024001
3.905e-05,0,-0.020001
3.91e-05,0,-0.024001
3.915e-05,0,-0.024001
3.92e-05,0,-0.024001
3.925e-05,0,-0.024001
3.93e-05,0,-0.024001
3.935e-05,0,-0.024001
3.94e-05,0,-0.012001
3.945e-05,0,-0.016001
3.95e-05,0,-0.012001
3.955e-05,0,-0.012001
3.96e-05,0,-0.008001
3.965e-05,0,-0.008001
3.97e-05,0.040001,0
3.975e-05,0,0
3.98e-05,0,0
3.985e-05,0,0
3.99e-05,0,0
3.995e-05,0,0
4e-05,0,-0.008001
4.005e-05,0,-0.008001
4.01e-05,0,-0.008001
4.015e-05,0,-0.008001
4.02e-05,0,-0.008001
4.025e-05,0,-0.012001
4.03e-05,0.040001,-0.012001
4.035e-05,0,-0.016001
4.04e-05,0,-0.016001
4.045e-05,0,-0.024001
4.05e-05,0.040001,-0.024001
4.055e-05,0,-0.024001
4.06e-05,0,-0.024001
4.065e-05,0,-0.024001
4.07e-05,0,-0.028001
4.075e-05,0,-0.024001
4.08e-05,0,-0.028001
4.085e-05,0,-0.024001
4.09e-05,0,-0.024001
4.095e-05,0,-0.020001
4.1e-05,0,-0.016001
4.105e-05,0.040001,-0.012001
4.11e-05,0,-0.012001
4.115e-05,0,-0.008001
4.12e-05,0,0
4.125e-05,0,0
4.13e-05,0,0.004001
4.135e-05,0,0.008001
4.14e-05,0,0.008001
4.145e-05,0,0.012001
4.15e-05,0,0.008001
4.155e-05,0.040001,0.016001
4.16e-05,0,0.012001
4.165e-05,0,0.016001
4.17e-05,0,0.016001
4.175e-05,0,0.016001
4.18e-05,0.040001,0.016001
4.185e-05,0,0.016001
4.19e-05,0,0.012001
4.195e-05,0,0.008001
4.2e-05,0,0.008001
4.205e-05,0,0.004001
4.21e-05,0,0.004001
4.215e-05,0,0
4.22e-05,0,0
4.225e-05,0,-0.008001
4.23e-05,0,-0.008001
4.235e-05,0,-0.008001
4.24e-05,0,-0.012001
4.245e-05,0.040001,-0.008001
4.25e-05,0,-0.012001
4.255e-05,0,-0.008001
4.26e-05,0,-0.016001
4.265e-05,0,0
4.27e-05,0,0
4.275e-05,0,0
4.28e-05,0,0
4.285e-05,0,0
4.29e-05,0,0
4.295e-05,0,0
4.3e-05,0,0.004001
4.305e-05,0,0
4.31e-05,0,0.008001
4.315e-05,0,0.004001
4.32e-05,0,0.008001
4.325e-05,0,0.008001
4.33e-05,0,0.012001
4.335e-05,0,0.012001
4.34e-05,0,0.008001
4.345e-05,0,0.004001
4.35e-05,0,0.004001
4.355e-05,0,0.004001
4.36e-05,0,0.004001
4.365e-05,0,0
4.37e-05,0,0
4.375e-05,0,0
4.38e-05,0,0
4.385e-05,0,-0.008001
4.39e-05,0,-0.008001
4.395e-05,0,-0.012001
4.4e-05,0,-0.012001
4.405e-05,0,-0.012001
4.41e-05,0,-0.012001
4.415e-05,0,-0.016001
4.42e-05,0,-0.012001
4.425e-05,0,-0.016001
4.43e-05,0,-0.016001
4.435e-05,0,-0.020001
4.44e-05,0,-0.016001
4.445e-05,0,-0.016001
4.45e-05,0,-0.016001
4.455e-05,0,-0.016001
4.46e-05,0,-0.012001
4.465e-05,0,-0.012001
4.47e-05,0,-0.008001
4.475e-05,0,-0.008001
4.48e-05,0,-0.004001
4.485e-05,0,0
4.49e-05,0,0
4.495e-05,0,0.004001
4.5e-05,0,0
4.505e-05,0,0.004001
4.51e-05,0.040001,0.004001
4.515e-05,0.040001,0.008001
4.52e-05,0,0.004001
4.525e-05,0,0.008001
4.53e-05,0,0.008001
4.535e-05,0,0.004001
4.54e-05,0,0.004001
4.545e-05,0,0
4.55e-05,0,0
4.555e-05,0,-0.008001
4.56e-05,0,-0.008001
4.565e-05,0,0
4.57e-05,0,-0.016001
4.575e-05,0,-0.004001
4.58e-05,0,-0.012001
4.585e-05,0,-0.016001
4.59e-05,0,-0.008001
4.595e-05,0,-0.016001
4.6e-05,0,-0.012001
4.605e-05,0,-0.024001
4.61e-05,0,-0.008001
4.615e-05,0,-0.024001
4.62e-05,0,-0.008001
4.625e-05,0,-0.016001
4.63e-05,0,-0.008001
4.635e-05,0,-0.012001
4.64e-05,0.040001,-0.012001
4.645e-05,0,-0.008001
4.65e-05,0.040001,-0.008001
4.655e-05,0.040001,0
4.66e-05,0.040001,0
4.665e-05,0.040001,0.004001
4.67e-05,0.040001,0.004001
4.675e-05,0.040001,0.008001
4.68e-05,0.040001,0.012001
4.685e-05,0.040001,0.020001
4.69e-05,0.040001,0.016001
4.695e-05,0.080001,0.024001
4.7e-05,0.040001,0.024001
4.705e-05,0.080001,0.024001
4.71e-05,0.080001,0.028001
4.715e-05,0.080001,0.024001
4.72e-05,0.080001,0.028001
4.725e-05,0.080001,0.020001
4.73e-05,0.080001,0.024001
4.735e-05,0.080001,0.024001
4.74e-05,0.080001,0.016001
4.745e-05,0.120001,0.008001
4.75e-05,0.120001,0.008001
4.755e-05,0.120001,0.004001
4.76e-05,0.080001,-0.004001
4.765e-05,0.120001,-0.004001
4.77e-05,0.080001,-0.012001
4.775e-05,0.080001,-0.016001
4.78e-05,0.120001,-0.024001
4.785e-05,0.080001,-0.028001
4.79e-05,0.080001,-0.032001
4.795e-05,0.080001,-0.040001
4.8e-05,0.080001,-0.044001
4.805e-05,0.080001,-0.048001
4.81e-05,0.040001,-0.048001
