time,ch1,ch2
2.11E-05,0,0.02
2.11E-05,0,0.0064
2.12E-05,0,-0.0344
2.12E-05,0,0.0176
2.13E-05,0,-0.0024
2.13E-05,0,-0.0072
2.14E-05,0,-0.0184
2.14E-05,0,0.0192
2.15E-05,0,-0.012
2.15E-05,0,-0.0064
2.16E-05,0,-0.0104
2.16E-05,0,0.0112
2.17E-05,0,-0.0096
2.17E-05,0,-0.0064
2.18E-05,0,0.0072
2.18E-05,0,-0.0112
2.19E-05,0,8.00E-04
2.19E-05,0,-0.0056
2.20E-05,0,0.0032
2.20E-05,0,-0.0112
2.21E-05,0,0.0016
2.21E-05,0,-0.0032
2.22E-05,0,-0.0072
2.22E-05,0,0
2.23E-05,0,-0.0056
2.23E-05,0,0.0016
2.24E-05,0,-0.0072
2.24E-05,0,8.00E-04
2.25E-05,0,-0.0032
2.25E-05,0,-0.0048
2.26E-05,0,-0.0024
2.26E-05,0,-0.0024
2.27E-05,0,-0.0024
2.27E-05,0,-0.0056
2.28E-05,0,8.00E-04
2.28E-05,0,-0.0088
2.29E-05,0,0
2.29E-05,0,-0.0048
2.30E-05,0,-0.0048
2.30E-05,0,-0.004
2.31E-05,0,-0.0016
2.31E-05,0,-0.0024
2.32E-05,0,-0.0088
2.32E-05,0,0.0032
2.33E-05,0,-0.0056
2.33E-05,0,-0.0016
2.34E-05,0,-0.0064
2.34E-05,0,-0.0016
2.35E-05,0,-0.0056
2.35E-05,0,-0.0048
2.36E-05,0,-0.0032
2.36E-05,0,-0.0048
2.37E-05,0,-0.0024
2.37E-05,0,-0.0048
2.38E-05,0,-0.0024
2.38E-05,0,-0.0048
2.39E-05,0,-0.0032
2.39E-05,0,-0.0032
2.40E-05,0,-0.0056
2.40E-05,0,-0.0024
2.41E-05,0,-0.0032
2.41E-05,0,-0.0064
2.42E-05,0,0
2.42E-05,0,-0.0096
2.43E-05,0,-0.0032
2.43E-05,0.04,0
2.44E-05,0,-0.0056
2.44E-05,0,-0.0016
2.45E-05,0,-0.0096
2.45E-05,0,8.00E-04
2.46E-05,0,8.00E-04
2.46E-05,0,-0.008
2.47E-05,0,0
2.47E-05,0,-0.0056
2.48E-05,0,-0.0016
2.48E-05,0,-0.0048
2.49E-05,0,-0.0048
2.49E-05,0,8.00E-04
2.50E-05,0,-0.0048
2.50E-05,0,-0.0064
2.51E-05,0,-0.0048
2.51E-05,0,0.0032
2.52E-05,0,-0.0024
2.52E-05,0,-0.0032
2.53E-05,0,-0.0064
2.53E-05,0,0
2.54E-05,0,-0.0024
2.54E-05,0,-0.0024
2.55E-05,0,-0.0024
2.55E-05,0,-0.0048
2.56E-05,0,-0.0048
2.56E-05,0,-0.0032
2.57E-05,0,0
2.57E-05,0,-0.0048
2.58E-05,0,-0.0048
2.58E-05,0,-0.0032
2.59E-05,0,-0.0016
2.59E-05,0,-0.0024
2.60E-05,0,-0.0048
2.60E-05,0,-0.0016
2.61E-05,0,-0.004
2.61E-05,0,-0.0056
2.62E-05,0,0.0016
2.62E-05,0,-0.004
2.63E-05,0,-0.0048
2.63E-05,0,-0.0024
2.64E-05,0,-0.0064
2.64E-05,0,-0.0024
2.65E-05,0,0
2.65E-05,0,-0.0056
2.66E-05,0,-0.0024
2.66E-05,0,-0.0032
2.67E-05,0,0
2.67E-05,0,-0.004
2.68E-05,0,-0.0032
2.68E-05,0,-0.0056
2.69E-05,0,-0.0024
2.69E-05,0,-0.0032
2.70E-05,0,-0.0056
2.70E-05,0,8.00E-04
2.71E-05,0,-0.0032
2.71E-05,0,-0.0152
2.72E-05,0,0.0168
2.72E-05,0,-0.0152
2.73E-05,0,0
2.73E-05,0,-0.0024
2.74E-05,0,-0.0024
2.74E-05,0,-0.0088
2.75E-05,0,0.0064
2.75E-05,0,-0.012
2.76E-05,0,0.0048
2.76E-05,0,-0.0112
2.77E-05,0,8.00E-04
2.77E-05,0,0
2.78E-05,0,-0.0064
2.78E-05,0,-0.0032
2.79E-05,0,-0.0016
2.79E-05,0,-0.0056
2.80E-05,0,-0.0032
2.80E-05,0,-0.004
2.81E-05,0,-0.0056
2.81E-05,0,-0.0016
2.82E-05,0,-0.0064
2.82E-05,0,-0.0024
2.83E-05,0,-0.0032
2.83E-05,0,-0.0048
2.84E-05,0,-0.0048
2.84E-05,0,-0.0024
2.85E-05,0,-0.0024
2.85E-05,0,-0.0024
2.86E-05,0,-0.0024
2.86E-05,0,-0.0024
2.87E-05,0,0.004
2.87E-05,0,-0.0032
2.88E-05,0,-0.0032
2.88E-05,0.04,-8.00E-04
2.89E-05,0,-0.0024
2.89E-05,0,-0.0024
2.90E-05,0,-0.012
2.90E-05,0,0
2.91E-05,0,-0.0032
2.91E-05,0,-0.0048
2.92E-05,0,-0.0056
2.92E-05,0,0
2.93E-05,0,0.0072
2.93E-05,0,-0.0088
2.94E-05,0,-0.0024
2.94E-05,0,-0.0032
2.95E-05,0,-0.0056
2.95E-05,0,0
2.96E-05,0,-0.0024
2.96E-05,0,-0.0024
2.97E-05,0,-0.0032
2.97E-05,0,-0.0024
2.98E-05,0,-0.0016
2.98E-05,0,-0.0032
2.99E-05,0,-0.0024
2.99E-05,0,-0.0048
3.00E-05,0,-0.0032
3.00E-05,0,-0.0016
3.01E-05,0,-0.0032
3.01E-05,0,0
3.02E-05,0.04,-0.0016
3.02E-05,0,-0.0088
3.03E-05,0,0.0048
3.03E-05,0,-0.0128
3.04E-05,0,-0.008
3.04E-05,0,0.0048
3.05E-05,0,-0.0016
3.05E-05,0,-0.0112
3.06E-05,0,0.0064
3.06E-05,0,-0.0168
3.07E-05,0,0.0032
3.07E-05,0,0.004
3.08E-05,0,-0.0048
3.08E-05,0,-0.012
3.09E-05,0,0.0072
3.09E-05,0,-0.0096
3.10E-05,0,-0.0024
3.10E-05,0,0
3.11E-05,0,-0.0056
3.11E-05,0,-0.008
3.12E-05,0,-0.0016
3.12E-05,0,-0.0016
3.13E-05,0,0.0016
3.13E-05,0,-0.0024
3.14E-05,0,-0.0184
3.14E-05,0,0
3.15E-05,0,-0.0032
3.15E-05,0,-0.0064
3.16E-05,0,-0.0056
3.16E-05,0,8.00E-04
3.17E-05,0,-0.012
3.17E-05,0,0.0064
3.18E-05,0,0
3.18E-05,0,-0.0088
3.19E-05,0,-0.0024
3.19E-05,0,0
3.20E-05,0,-0.0048
3.20E-05,0,-8.00E-04
3.21E-05,0,-8.00E-04
3.21E-05,0,-0.0056
3.22E-05,0,0
3.22E-05,0,-0.0048
3.23E-05,0,-0.0024
3.23E-05,0,-0.0056
3.24E-05,0,-0.0024
3.24E-05,0,-0.0024
3.25E-05,0,-0.0024
3.25E-05,0,0.0024
3.26E-05,0,-0.0024
3.26E-05,0,-0.0064
3.27E-05,0,0.0016
3.27E-05,0,-0.0056
3.28E-05,0,-0.012
3.28E-05,0,0.0064
3.29E-05,0,-8.00E-04
3.29E-05,0,-0.008
3.30E-05,0,0.0024
3.30E-05,0,-0.008
3.31E-05,0,0
3.31E-05,0,0.0032
3.32E-05,0,-0.004
3.32E-05,0,-0.0064
3.33E-05,0,0
3.33E-05,0,-0.0048
3.34E-05,0,-0.0024
3.34E-05,0,8.00E-04
3.35E-05,0.04,-0.0112
3.35E-05,0,-0.0024
3.36E-05,0,-0.0048
3.36E-05,0,-0.0024
3.37E-05,0,8.00E-04
3.37E-05,0,0
3.38E-05,0,-0.0176
3.38E-05,0,0.0016
3.39E-05,0,-0.0032
3.39E-05,0,-0.0056
3.40E-05,0,-0.0048
3.40E-05,0,8.00E-04
3.41E-05,0,-0.012
3.41E-05,0,0.008
3.42E-05,0,-0.0016
3.42E-05,0,-0.008
3.43E-05,0,-0.0016
3.43E-05,0,-8.00E-04
3.44E-05,0,-0.0056
3.44E-05,0,0.0016
3.45E-05,0,0
3.45E-05,0,-0.0056
3.46E-05,0,8.00E-04
3.46E-05,0,-0.008
3.47E-05,0,-0.0016
3.47E-05,0,-0.0064
3.48E-05,0,-0.0016
3.48E-05,0,-0.0032
3.49E-05,0,-0.0016
3.49E-05,0,-0.0016
3.50E-05,0,8.00E-04
3.50E-05,0,-0.008
3.51E-05,0,0.0016
3.51E-05,0,-0.0032
3.52E-05,0,-0.0128
3.52E-05,0,0.008
3.53E-05,0,0
3.53E-05,0,-0.0088
3.54E-05,0,8.00E-04
3.54E-05,0,-0.0064
3.55E-05,0,-0.0016
3.55E-05,0.04,0.0032
3.56E-05,0,-0.004
3.56E-05,0,-0.0064
3.57E-05,0,8.00E-04
3.57E-05,0,-0.008
3.58E-05,0,-8.00E-04
3.58E-05,0,0
3.59E-05,0,-0.0128
3.59E-05,0,-0.0048
3.60E-05,0,-0.004
3.60E-05,0,-0.0056
3.61E-05,0,-0.0016
3.61E-05,0,-0.0016
3.62E-05,0,-0.008
3.62E-05,0,-0.0152
3.63E-05,0,0.0136
3.63E-05,0,-0.0256
3.64E-05,0,0.0088
3.64E-05,0,0.0032
3.65E-05,0,-0.0248
3.65E-05,0,0.0144
3.66E-05,0,0.0048
3.66E-05,0,-0.024
3.67E-05,0,0.0136
3.67E-05,0,-0.0096
3.68E-05,0,-0.0048
3.68E-05,0,-0.0016
3.69E-05,0,0.004
3.69E-05,0,-0.0128
3.70E-05,0,0.0016
3.70E-05,0,-0.0064
3.71E-05,0,0.0016
3.71E-05,0,-0.0096
3.72E-05,0,-0.0016
3.72E-05,0,-0.0024
3.73E-05,0,-0.0032
3.73E-05,0,0.004
3.74E-05,0,-0.0056
3.74E-05,0,-0.0032
3.75E-05,0,0
3.75E-05,0,-0.0024
3.76E-05,0,-0.012
3.76E-05,0,0.008
3.77E-05,0,0.0072
3.77E-05,0,-0.0136
3.78E-05,0,0.0096
3.78E-05,0,-0.0088
3.79E-05,0,0
3.79E-05,0,0.0096
3.80E-05,0,-0.0016
3.80E-05,0,-0.012
3.81E-05,0,0.004
3.81E-05,0,-0.0056
3.82E-05,0,-0.0064
3.82E-05,0,0.004
3.83E-05,0,-0.0096
3.83E-05,0,-0.004
3.84E-05,0,-0.0096
3.84E-05,0,-0.0016
3.85E-05,0,-0.0016
3.85E-05,0,0.0024
3.86E-05,0,-0.0304
3.86E-05,0,0.04
3.87E-05,0,-0.0824
3.87E-05,0,0.0904
3.88E-05,0,-0.0216
3.88E-05,0,-0.08
3.89E-05,0,0.088
3.89E-05,0,-0.024
3.90E-05,0,-0.0344
3.90E-05,0,0.032
3.91E-05,0,-0.0096
3.91E-05,0,-0.0176
3.92E-05,0,0.004
3.92E-05,0,0.008
3.93E-05,0,-0.012
3.93E-05,0,-0.0128
3.94E-05,0,0.0032
3.94E-05,0,0.0072
3.95E-05,0,-0.0224
3.95E-05,0,-0.0056
3.96E-05,0,0.0088
3.96E-05,0,-0.0184
3.97E-05,0,0.0096
3.97E-05,0,-0.0056
3.98E-05,0,0.0048
3.98E-05,0,-0.0152
3.99E-05,0,0.0096
3.99E-05,0,-0.0064
4.00E-05,0,-0.012
4.00E-05,0,0.0072
4.01E-05,0,8.00E-04
4.01E-05,0,-0.0064
4.02E-05,0,-0.0056
4.02E-05,0,-0.0032
4.03E-05,0,-0.0032
4.03E-05,0,0.0016
4.04E-05,0,-0.004
4.04E-05,0,-0.0088
4.05E-05,0,0
4.05E-05,0,-0.0104
4.06E-05,0,0.0016
4.06E-05,0,-0.0088
4.07E-05,0,-0.0048
4.07E-05,0,-0.0096
4.08E-05,0,8.00E-04
4.08E-05,0,-0.0064
4.09E-05,0,0.0032
4.09E-05,0,-8.00E-04
4.10E-05,0,-0.016
4.10E-05,0,0.0048
4.11E-05,0,-0.0032
4.11E-05,0,-0.0048
4.12E-05,0,-0.0048
4.12E-05,0,0.004
4.13E-05,0,-0.0152
4.13E-05,0,0.0104
4.14E-05,0,-0.0016
4.14E-05,0,-0.0088
4.15E-05,0,-0.0032
4.15E-05,0,0
4.16E-05,0,-0.0056
4.16E-05,0,-0.0016
4.17E-05,0,-0.0016
4.17E-05,0,-0.004
4.18E-05,0,-0.0016
4.18E-05,0,-0.0032
4.19E-05,0,-0.0056
4.19E-05,0,0.0016
4.20E-05,0,-0.0048
4.20E-05,0,-0.0128
4.21E-05,0,0.0168
4.21E-05,0,-0.0096
4.22E-05,0,0
4.22E-05,0,-0.004
4.23E-05,0,0.0048
4.23E-05,0,-0.012
4.24E-05,0,-0.0032
4.24E-05,0,0
4.25E-05,0,0.008
4.25E-05,0,-0.0128
4.26E-05,0,0.0016
4.26E-05,0,-0.0056
4.27E-05,0,-0.0048
4.27E-05,0,0.0016
4.28E-05,0,-0.0024
4.28E-05,0,-0.008
4.29E-05,0,-0.0016
4.29E-05,0,-0.0048
4.30E-05,0,-0.0048
4.30E-05,0,0.0016
4.31E-05,0,-0.0128
4.31E-05,0,-0.0024
4.32E-05,0,-0.0056
4.32E-05,0,-0.0032
4.33E-05,0,0.0024
4.33E-05,0,-0.0016
4.34E-05,0,-0.0184
4.34E-05,0,0.0024
4.35E-05,0,-0.0024
4.35E-05,0,-0.0072
4.36E-05,0,-0.0048
4.36E-05,0,8.00E-04
4.37E-05,0,-0.0144
4.37E-05,0,0.0072
4.38E-05,0,-8.00E-04
4.38E-05,0,-0.0096
4.39E-05,0,-0.0032
4.39E-05,0,-8.00E-04
4.40E-05,0,-0.008
4.40E-05,0,8.00E-04
4.41E-05,0,-0.0048
4.41E-05,0,-0.0064
4.42E-05,0,0.0048
4.42E-05,0,-0.0056
4.43E-05,0,-0.0016
4.43E-05,0,-0.0056
4.44E-05,0,-0.0016
4.44E-05,0,-0.0032
4.45E-05,0,8.00E-04
4.45E-05,0,-0.0024
4.46E-05,0,0.0016
4.46E-05,0,-0.0096
4.47E-05,0,0.0032
4.47E-05,0,-0.0064
4.48E-05,0,-0.0112
4.48E-05,0,0.0072
4.49E-05,0,8.00E-04
4.49E-05,0,-0.0112
4.50E-05,0,0.0016
4.50E-05,0,-0.0096
4.51E-05,0,-0.0024
4.51E-05,0,0
4.52E-05,0,-0.0024
4.52E-05,0,-0.008
4.53E-05,0,-0.0024
4.53E-05,0,-0.0024
4.54E-05,0,-0.0064
4.54E-05,0,8.00E-04
4.55E-05,0,-0.0064
4.55E-05,0,-0.0024
4.56E-05,0,-0.008
4.56E-05,0,8.00E-04
4.57E-05,0,0.004
4.57E-05,0,-0.0032
4.58E-05,0,-0.0136
4.58E-05,0,0.0016
4.59E-05,0,0
4.59E-05,0,-0.0096
4.60E-05,0,-0.0016
4.60E-05,0,0
4.61E-05,0,-0.0128
4.61E-05,0,0.0048
4.62E-05,0,0.0016
4.62E-05,0,-0.012
4.63E-05,0,-0.0024
4.63E-05,0,-0.0016
4.64E-05,0,-0.0056
4.64E-05,0,-0.0032
4.65E-05,0.04,0
4.65E-05,0.04,-0.0056
4.66E-05,0.04,-0.0016
4.66E-05,0.04,-0.0032
4.67E-05,0.04,-0.0032
4.67E-05,0.04,-0.0032
4.68E-05,0.04,-0.0024
4.68E-05,0.04,0
4.69E-05,0.04,-0.0208
4.69E-05,0.04,0.0208
4.70E-05,0.04,0.0016
4.70E-05,0.04,-0.012
4.71E-05,0.08,0.0096
4.71E-05,0.08,-0.0032
4.72E-05,0.08,-0.0096
4.72E-05,0.08,0.0096
4.73E-05,0.08,0
4.73E-05,0.08,-0.008
4.74E-05,0.08,0
4.74E-05,0.08,-0.0048
4.75E-05,0.08,8.00E-04
4.75E-05,0.08,-0.0064
4.76E-05,0.12,0
4.76E-05,0.12,-0.0016
4.77E-05,0.12,-0.0016
4.77E-05,0.08,0
4.78E-05,0.08,-0.0032
4.78E-05,0.08,-0.0016
4.79E-05,0.08,0
4.79E-05,0.08,0
4.80E-05,0.08,0
4.80E-05,0.08,0.0016
4.81E-05,0.08,0
4.81E-05,0.04,-0.0016
4.82E-05,0.04,-0.0016
4.82E-05,0.04,0
4.83E-05,0.04,-8.00E-04
4.83E-05,0,-0.0032
4.84E-05,0,-0.0024
4.84E-05,-0.04,-0.0016
4.85E-05,-0.04,-0.0056
4.85E-05,-0.08,-0.0024
4.86E-05,-0.08,-0.0048
4.86E-05,-0.12,-0.004
4.87E-05,-0.12,-0.0056
4.87E-05,-0.16,-0.0056
4.88E-05,-0.2,-0.0088
4.88E-05,-0.2,-0.0048
4.89E-05,-0.24,-0.008
4.89E-05,-0.28,-0.0096
4.90E-05,-0.32,-0.0088
4.90E-05,-0.36,-0.0096
